label;candidate;parent;chapter
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
Nero;<https://opentheso.huma-num.fr/?idc=pcrt3kpULwWUS2&idt=th310>,<https://opentheso.huma-num.fr/?idc=105836&idt=th310>;historical character;PLINE-10-annotéIPL
dent;<https://opentheso.huma-num.fr/?idc=105134&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtB5MOlwoFbc&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
pain;<https://opentheso.huma-num.fr/?idc=106953&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtDr6Oi6lHM6&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
cuisine;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;;PLINE-10-annotéIPL
pain;<https://opentheso.huma-num.fr/?idc=106953&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtDr6Oi6lHM6&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
dent;<https://opentheso.huma-num.fr/?idc=105134&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtB5MOlwoFbc&idt=th310>;;PLINE-10-annotéIPL
dent;<https://opentheso.huma-num.fr/?idc=105134&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtB5MOlwoFbc&idt=th310>;;PLINE-10-annotéIPL
dent;<https://opentheso.huma-num.fr/?idc=105134&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtB5MOlwoFbc&idt=th310>;;PLINE-10-annotéIPL
dent;<https://opentheso.huma-num.fr/?idc=105134&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtB5MOlwoFbc&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
aquila;<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>;;PLINE-10-annotéIPL
