label;parent;chapter
ancient class;;PLINE-11-annoteIPL
ancient class;;PLINE-11-annoteIPL
entomon without metamorphosis;;PLINE-11-annoteIPL
entomon without metamorphosis;;PLINE-11-annoteIPL
ancient class;;PLINE-11-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
natural cult;;PLINE-8-annoteIPL
natural cult;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
military triumph;;PLINE-8-annoteIPL
military triumph;;PLINE-8-annoteIPL
Lucius Procilius;;PLINE-8-annoteIPL
Lucius Procilius;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Puteolis;;PLINE-8-annoteIPL
Puteolis;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
social hierarchy;;PLINE-8-annoteIPL
Antiochus (the Great );;PLINE-8-annoteIPL
Antiochus (the Great );;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Antiocus (the Great );;PLINE-8-annoteIPL
Antiocus (the Great );;PLINE-8-annoteIPL
copulation;;PLINE-8-annoteIPL
copulation;;PLINE-8-annoteIPL
sexual distinction;;PLINE-8-annoteIPL
sexual distinction;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
grammarian;;PLINE-8-annoteIPL
grammarian;;PLINE-8-annoteIPL
Aristophanes of Byzance;;PLINE-8-annoteIPL
Aristophanes of Byzance;;PLINE-8-annoteIPL
Ptolemaeus (unspecified);;PLINE-8-annoteIPL
Ptolemaeus (unspecified);;PLINE-8-annoteIPL
love to men;;PLINE-8-annoteIPL
love to men;;PLINE-8-annoteIPL
king Bocchus;;PLINE-8-annoteIPL
king Bocchus;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
king Pyrrhus;;PLINE-8-annoteIPL
king Pyrrhus;;PLINE-8-annoteIPL
synonym;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
3rd c. BCE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
military triumph;;PLINE-8-annoteIPL
military triumph;;PLINE-8-annoteIPL
3rd c. BCE;;PLINE-8-annoteIPL
3rd c. BCE;;PLINE-8-annoteIPL
military triumph;;PLINE-8-annoteIPL
military triumph;;PLINE-8-annoteIPL
L. Metellus;;PLINE-8-annoteIPL
L. Metellus;;PLINE-8-annoteIPL
military victory;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
context of knowledge;;PLINE-8-annoteIPL
grammarian;;PLINE-8-annoteIPL
grammarian;;PLINE-8-annoteIPL
L. Piso;;PLINE-8-annoteIPL
L. Piso;;PLINE-8-annoteIPL
historial character;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
sadness;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
1st c. CE;;PLINE-8-annoteIPL
obedience;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
anger  madness;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
cómo reflejamos estas variantes;;PLINE-8-annoteIPL
2 years;;PLINE-8-annoteIPL
2 years;;PLINE-8-annoteIPL
10 years;;PLINE-8-annoteIPL
10 years;;PLINE-8-annoteIPL
200 years;;PLINE-8-annoteIPL
200 years;;PLINE-8-annoteIPL
300 years;;PLINE-8-annoteIPL
300 years;;PLINE-8-annoteIPL
60;;PLINE-8-annoteIPL
60;;PLINE-8-annoteIPL
the text possibly talks about poison;;PLINE-8-annoteIPL
likely confusion between ἰός 'poison' and ἰός 'arrow';;PLINE-8-annoteIPL
likely confusion between ἰός 'poison' and ἰός 'arrow';;PLINE-8-annoteIPL
particular diet;;PLINE-8-annoteIPL
particular diet;;PLINE-8-annoteIPL
toxic matter;;PLINE-8-annoteIPL
particular diet;;PLINE-8-annoteIPL
particular diet;;PLINE-8-annoteIPL
forehead;;PLINE-8-annoteIPL
synonym of trunk;;PLINE-8-annoteIPL
synonym of trunk;;PLINE-8-annoteIPL
synonym of leech;;PLINE-8-annoteIPL
ATENCIÓN;;PLINE-8-annoteIPL
importantes paralelos con inscripción de Epidauro;;PLINE-8-annoteIPL
importantes paralelos con inscripción de Epidauro;;PLINE-8-annoteIPL
estela A no 13;;PLINE-8-annoteIPL
estela A no 13;;PLINE-8-annoteIPL
SIG 1168;;PLINE-8-annoteIPL
SIG 1168;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Troglodite Country;;PLINE-8-annoteIPL
Troglodite Country;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
synonym of trunk;;PLINE-8-annoteIPL
synonym of trunk;;PLINE-8-annoteIPL
sadness;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
synonym;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Rhyndacus;;PLINE-8-annoteIPL
Rhyndacus;;PLINE-8-annoteIPL
3rd c. BCE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
river Bagradas;;PLINE-8-annoteIPL
river Bagradas;;PLINE-8-annoteIPL
Regulus;;PLINE-8-annoteIPL
Regulus;;PLINE-8-annoteIPL
2nd c. BCE;;PLINE-8-annoteIPL
storage of remains in a temple;;PLINE-8-annoteIPL
storage of remains in a temple;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
1st c. CE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
baby age;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
variety;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Sicpio Aemilianus;;PLINE-8-annoteIPL
Sicpio Aemilianus;;PLINE-8-annoteIPL
respect to the weak;;PLINE-8-annoteIPL
respect to the weak;;PLINE-8-annoteIPL
comprehension of language;;PLINE-8-annoteIPL
playfulness;;PLINE-8-annoteIPL
healing (en Thesaurus;;PLINE-8-annoteIPL
diferente de « remedy »;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Q. M.;;PLINE-8-annoteIPL
Q. M.;;PLINE-8-annoteIPL
st c. BCE;;PLINE-8-annoteIPL
L. C.;;PLINE-8-annoteIPL
L. C.;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
1st c. CE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
other method;;PLINE-8-annoteIPL
other method;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Marc Antony;;PLINE-8-annoteIPL
Marc Antony;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
actress;;PLINE-8-annoteIPL
actress;;PLINE-8-annoteIPL
military triumph;;PLINE-8-annoteIPL
military triumph;;PLINE-8-annoteIPL
individual domesticability;;PLINE-8-annoteIPL
Hanno;;PLINE-8-annoteIPL
Hanno;;PLINE-8-annoteIPL
Mentor Syracusanus;;PLINE-8-annoteIPL
Mentor Syracusanus;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Syracusa;;PLINE-8-annoteIPL
Syracusa;;PLINE-8-annoteIPL
Elpis Samius;;PLINE-8-annoteIPL
Elpis Samius;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
mythologicl or literary character;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Dionysus;;PLINE-8-annoteIPL
Dionysus;;PLINE-8-annoteIPL
sadness;;PLINE-8-annoteIPL
gratefulness;;PLINE-8-annoteIPL
Demetrius (natural philosopher);;PLINE-8-annoteIPL
Demetrius (natural philosopher);;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Democritus of Abdera (likely pseudoepigraphy);;PLINE-8-annoteIPL
Democritus of Abdera (likely pseudoepigraphy);;PLINE-8-annoteIPL
Romulus and Remus;;PLINE-8-annoteIPL
Romulus and Remus;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
quadruped;;PLINE-8-annoteIPL
quadrupeds;;PLINE-8-annoteIPL
mark on the skin similar to moon;;PLINE-8-annoteIPL
mark on the skin similar to moon;;PLINE-8-annoteIPL
influence of moon on part of animal;;PLINE-8-annoteIPL
male only;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
synonym;;PLINE-8-annoteIPL
synonym;;PLINE-8-annoteIPL
varia;;PLINE-8-annoteIPL
varia;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Cn. Aufidius;;PLINE-8-annoteIPL
Cn. Aufidius;;PLINE-8-annoteIPL
tribunus plebis;;PLINE-8-annoteIPL
tribunus plebis;;PLINE-8-annoteIPL
2nd c. BCE;;PLINE-8-annoteIPL
Ist. c. BCE;;PLINE-8-annoteIPL
Scarus;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
1st c. BCE-1st c. CE;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
1st c. CE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
special distinguishing feature;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
varieties;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
upper jaw comprobar Thesaurus;;PLINE-8-annoteIPL
intersprecific hate;;PLINE-8-annoteIPL
synonym;;PLINE-8-annoteIPL
Aethiopes;;PLINE-8-annoteIPL
Aethiopes;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
synonym;;PLINE-8-annoteIPL
wild sheep;;PLINE-8-annoteIPL
wild sheep;;PLINE-8-annoteIPL
synonym;;PLINE-8-annoteIPL
rufius;;PLINE-8-annoteIPL
rufius;;PLINE-8-annoteIPL
variety  chama;;PLINE-8-annoteIPL
variety  chama;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
kepos;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
sphynx;;PLINE-8-annoteIPL
pegassus;;PLINE-8-annoteIPL
donkey;;PLINE-8-annoteIPL
donkey;;PLINE-8-annoteIPL
specially distinguishing element;;PLINE-8-annoteIPL
three;;PLINE-8-annoteIPL
donkey;;PLINE-8-annoteIPL
bader;;PLINE-8-annoteIPL
imitation of human voice añadir Thesaurus;;PLINE-8-annoteIPL
imitation of human voice añadir Thesaurus;;PLINE-8-annoteIPL
leucrocotas;;PLINE-8-annoteIPL
hippopotamus;;PLINE-8-annoteIPL
anatomical mostrosity;;PLINE-8-annoteIPL
Ctesias of Cnidus;;PLINE-8-annoteIPL
Ctesias of Cnidus;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
undivided foot;;PLINE-8-annoteIPL
axis chital;;PLINE-8-annoteIPL
Orsaeans;;PLINE-8-annoteIPL
Orsaeans;;PLINE-8-annoteIPL
forehead;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
western Ethiopians;;PLINE-8-annoteIPL
western Ethiopians;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
special form of locomotion;;PLINE-8-annoteIPL
hunting with horse;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Apollas DUDAS EDITORIALES;;PLINE-8-annoteIPL
Apollas DUDAS EDITORIALES;;PLINE-8-annoteIPL
SCOPAS;;PLINE-8-annoteIPL
SCOPAS;;PLINE-8-annoteIPL
special diet;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
variety;;PLINE-8-annoteIPL
birds;;PLINE-8-annoteIPL
two heads;;PLINE-8-annoteIPL
two heads;;PLINE-8-annoteIPL
anatomic monstrosity;;PLINE-8-annoteIPL
amphisbaenae;;PLINE-8-annoteIPL
aspid;;PLINE-8-annoteIPL
conjugal love;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
quadruped;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
upper jaw;;PLINE-8-annoteIPL
upper jaw;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
synonym;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
various appendices;;PLINE-8-annoteIPL
various appendices;;PLINE-8-annoteIPL
Psylli;;PLINE-8-annoteIPL
Psylli;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Tentyritai;;PLINE-8-annoteIPL
Tentyritai;;PLINE-8-annoteIPL
similairty to another animal;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
medical knowledge;;PLINE-8-annoteIPL
medical knowledge;;PLINE-8-annoteIPL
hippopotamus;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
phalangius;;PLINE-8-annoteIPL
marathum fennel;;PLINE-8-annoteIPL
marathum fennel;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
barbarians;;PLINE-8-annoteIPL
barbarians;;PLINE-8-annoteIPL
aconitus;;PLINE-8-annoteIPL
synonym;;PLINE-8-annoteIPL
synonym;;PLINE-8-annoteIPL
hunting with poison;;PLINE-8-annoteIPL
chamaleon;;PLINE-8-annoteIPL
change of color according to envirnoment;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
marsh rush;;PLINE-8-annoteIPL
marsh rush;;PLINE-8-annoteIPL
astrological knowledge;;PLINE-8-annoteIPL
astrological knowledge;;PLINE-8-annoteIPL
problema editorial;;PLINE-8-annoteIPL
in Thracia places;;PLINE-8-annoteIPL
in Thracia places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Tessaly;;PLINE-8-annoteIPL
Tessaly;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
gallia;;PLINE-8-annoteIPL
gallia;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Cinamolgi Ethiopians;;PLINE-8-annoteIPL
Cinamolgi Ethiopians;;PLINE-8-annoteIPL
Rhoetians;;PLINE-8-annoteIPL
Rhoetians;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
gender alternation;;PLINE-8-annoteIPL
gender alternation;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
testes;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
odour;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
right horn;;PLINE-8-annoteIPL
forehead;;PLINE-8-annoteIPL
forehead;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Hispanic people;;PLINE-8-annoteIPL
Hispanic people;;PLINE-8-annoteIPL
Q. Sertorius;;PLINE-8-annoteIPL
Q. Sertorius;;PLINE-8-annoteIPL
horn Magical use medical use;;PLINE-8-annoteIPL
horn Magical use medical use;;PLINE-8-annoteIPL
tragelaphos;;PLINE-8-annoteIPL
tragelaphos;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
tragelaphos;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
tale size;;PLINE-8-annoteIPL
tale end;;PLINE-8-annoteIPL
peophes;;PLINE-8-annoteIPL
Scythians;;PLINE-8-annoteIPL
Scythians;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
variety;;PLINE-8-annoteIPL
variety;;PLINE-8-annoteIPL
foot divided in two;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
quadruped;;PLINE-8-annoteIPL
copulation;;PLINE-8-annoteIPL
viviparour;;PLINE-8-annoteIPL
lenght of hibernation;;PLINE-8-annoteIPL
lords and ladies;;PLINE-8-annoteIPL
lords and ladies;;PLINE-8-annoteIPL
Hispanic people;;PLINE-8-annoteIPL
Hispanic people;;PLINE-8-annoteIPL
1st century BCE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Aethiopians;;PLINE-8-annoteIPL
Aethiopians;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Aegyptian mouse;;PLINE-8-annoteIPL
huntingh;;PLINE-8-annoteIPL
poison REVISAR;;PLINE-8-annoteIPL
self-defense;;PLINE-8-annoteIPL
squirrel;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
1 cubit;;PLINE-8-annoteIPL
1 cubit;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
24 feet;;PLINE-8-annoteIPL
24 feet;;PLINE-8-annoteIPL
blue;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
domestic animal;;PLINE-8-annoteIPL
domestic animal;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
military use;;PLINE-8-annoteIPL
military use;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Colophonians;;PLINE-8-annoteIPL
Colophonians;;PLINE-8-annoteIPL
Castabalensians;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Cimbrians;;PLINE-8-annoteIPL
Cimbrians;;PLINE-8-annoteIPL
Philistus;;PLINE-8-annoteIPL
Philistus;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
1st c. CE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
historical document;;PLINE-8-annoteIPL
historical document;;PLINE-8-annoteIPL
loyalty to master;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
hierarchy comprobar Thesaurus;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
king of Albania;;PLINE-8-annoteIPL
king of Albania;;PLINE-8-annoteIPL
offspring number;;PLINE-8-annoteIPL
tale mutilation;;PLINE-8-annoteIPL
6th c. BCE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
loyalty to master;;PLINE-8-annoteIPL
loyalty to master;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
loyalty to master;;PLINE-8-annoteIPL
incest añadir Thesaurus;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Scythians;;PLINE-8-annoteIPL
Scythians;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Rieti;;PLINE-8-annoteIPL
Rieti;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Sybaritans;;PLINE-8-annoteIPL
Sybaritans;;PLINE-8-annoteIPL
loyalty to master;;PLINE-8-annoteIPL
sadness;;PLINE-8-annoteIPL
sadness;;PLINE-8-annoteIPL
loyalty to master;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Philarchus;;PLINE-8-annoteIPL
Philarchus;;PLINE-8-annoteIPL
Dionysius of Siracusa;;PLINE-8-annoteIPL
Philistus;;PLINE-8-annoteIPL
Philistus;;PLINE-8-annoteIPL
military use;;PLINE-8-annoteIPL
1st c. CE;;PLINE-8-annoteIPL
Corax (charioteer);;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Ratumenna (charioteer);;PLINE-8-annoteIPL
Ratumenna (charioteer);;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Sarmatae;;PLINE-8-annoteIPL
Sarmatae;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Scythians;;PLINE-8-annoteIPL
Scythians;;PLINE-8-annoteIPL
Places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Gallaecians;;PLINE-8-annoteIPL
Gallaecians;;PLINE-8-annoteIPL
variety;;PLINE-8-annoteIPL
tieldones;;PLINE-8-annoteIPL
tieldones;;PLINE-8-annoteIPL
asturcones;;PLINE-8-annoteIPL
comparison with man;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
age of reproduction capaciy;;PLINE-8-annoteIPL
male sperm;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
nourishment pour Grecs/Romains;;PLINE-8-annoteIPL
copualtion;;PLINE-8-annoteIPL
copulation;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
general apperance;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
copulation;;PLINE-8-annoteIPL
unidentified author/s;;PLINE-8-annoteIPL
unidentified author/s;;PLINE-8-annoteIPL
lenght of mating season;;PLINE-8-annoteIPL
frequency of intercourse;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Garamants;;PLINE-8-annoteIPL
Garamants;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
forehead;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
Thesalians;;PLINE-8-annoteIPL
Thesalians;;PLINE-8-annoteIPL
1st. c. BCE;;PLINE-8-annoteIPL
size of the tale;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Egiptian deities;;PLINE-8-annoteIPL
nourishment among Greeks/Romans;;PLINE-8-annoteIPL
nourishment among Greeks/Romans;;PLINE-8-annoteIPL
testes;;PLINE-8-annoteIPL
varieties;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Canusium;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Laodicea;;PLINE-8-annoteIPL
Laodicea;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Padania;;PLINE-8-annoteIPL
Padania;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Pollentia;;PLINE-8-annoteIPL
Pollentia;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Canusium;;PLINE-8-annoteIPL
Canusium;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Histria;;PLINE-8-annoteIPL
Histria;;PLINE-8-annoteIPL
Liburnia;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Salacia;;PLINE-8-annoteIPL
Salacia;;PLINE-8-annoteIPL
Places;;PLINE-8-annoteIPL
Piscinae;;PLINE-8-annoteIPL
Piscinae;;PLINE-8-annoteIPL
Narbonensis;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Servius Tullius;;PLINE-8-annoteIPL
Servius Tullius;;PLINE-8-annoteIPL
1st. c. CE;;PLINE-8-annoteIPL
Torquatus;;PLINE-8-annoteIPL
Torquatus;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
historical charater;;PLINE-8-annoteIPL
peoples;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Metellus Scipio;;PLINE-8-annoteIPL
Metellus Scipio;;PLINE-8-annoteIPL
6th c. BCE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
tale size;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Corsica;;PLINE-8-annoteIPL
Corsica;;PLINE-8-annoteIPL
hibrid;;PLINE-8-annoteIPL
hibrid;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
historical character intellectual authority;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
copulation;;PLINE-8-annoteIPL
swamp;;PLINE-8-annoteIPL
swamp;;PLINE-8-annoteIPL
zootechnical manipultion;;PLINE-8-annoteIPL
M. Apicius invención;;PLINE-8-annoteIPL
M. Apicius invención;;PLINE-8-annoteIPL
testes;;PLINE-8-annoteIPL
P. Servilius (invención);;PLINE-8-annoteIPL
P. Servilius (invención);;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Tarquiniensis;;PLINE-8-annoteIPL
Tarquiniensis;;PLINE-8-annoteIPL
L. Lucullus;;PLINE-8-annoteIPL
L. Lucullus;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
forehead;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
1st. c. BCE;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
sadness;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
quadruped;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Baleraric Islands;;PLINE-8-annoteIPL
Baleraric Islands;;PLINE-8-annoteIPL
dasypod;;PLINE-8-annoteIPL
synonym of lepus;;PLINE-8-annoteIPL
synonym of lepus;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
ancient classes;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Lanuvium;;PLINE-8-annoteIPL
Lanuvium;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
Cnaeus Papirius Carbo;;PLINE-8-annoteIPL
Cnaeus Papirius Carbo;;PLINE-8-annoteIPL
1st c. BCE;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
Clusium;;PLINE-8-annoteIPL
Clusium;;PLINE-8-annoteIPL
forehead;;PLINE-8-annoteIPL
places;;PLINE-8-annoteIPL
