label;parent;candidate;chapter
Sextus;;<https://opentheso.huma-num.fr/?idc=pcrtVXEeNuNBWM&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrte6nhVYmm5q&idt=th310>, <https://opentheso.huma-num.fr/?idc=108012&idt=th310>, <https://opentheso.huma-num.fr/?idc=108197&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
Rome;;<https://opentheso.huma-num.fr/?idc=pcrtpk8Y2LVfGO&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtH5r3FYBpwe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtub3KyOI21x&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2W4MJwn9p2&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtkERiWybjc4&idt=th310>, <https://opentheso.huma-num.fr/?idc=107784&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtZTmusVUU24&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtM6FrOydySh&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKod4ELdpbB&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrth0gIUmtQBn&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtYSIZDFxndl&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtMS5r1Oe0Tq&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtIkSWVMVuqB&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt0auHUwTKix&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjFSFvSRvA0&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtlaEjZ1EQHL&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtRSkVB0xGL9&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt0lEegLdQOD&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtOIoML6YqHd&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtujPu6BHFnB&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtyFu25rKSvF&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtof7EHNsS2e&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtoNSSGgIkbX&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtB9St4P5oUc&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtHT5VRA7PzY&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt8cH0wF3OJa&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtvH84gVYGlG&idt=th310>;PLINE-10-annoteIPL
Rome;place;<https://opentheso.huma-num.fr/?idc=pcrtpk8Y2LVfGO&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtH5r3FYBpwe&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtub3KyOI21x&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt2W4MJwn9p2&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtkERiWybjc4&idt=th310>,<https://opentheso.huma-num.fr/?idc=107784&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtZTmusVUU24&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtM6FrOydySh&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtKod4ELdpbB&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrth0gIUmtQBn&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtYSIZDFxndl&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtMS5r1Oe0Tq&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtIkSWVMVuqB&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt0auHUwTKix&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtjFSFvSRvA0&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtlaEjZ1EQHL&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtRSkVB0xGL9&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt0lEegLdQOD&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtOIoML6YqHd&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtujPu6BHFnB&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtyFu25rKSvF&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtof7EHNsS2e&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtoNSSGgIkbX&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtB9St4P5oUc&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtHT5VRA7PzY&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt8cH0wF3OJa&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtvH84gVYGlG&idt=th310>;PLINE-10-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-10-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-10-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-10-annoteIPL
dent;;<https://opentheso.huma-num.fr/?idc=pcrtB5MOlwoFbc&idt=th310>,<https://opentheso.huma-num.fr/?idc=105134&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
vulture;;<https://opentheso.huma-num.fr/?idc=108064&idt=th310>, <https://opentheso.huma-num.fr/?idc=108042&idt=th310>, <https://opentheso.huma-num.fr/?idc=108050&idt=th310>;PLINE-10-annoteIPL
vulture;similarity to another animal;<https://opentheso.huma-num.fr/?idc=108064&idt=th310>,<https://opentheso.huma-num.fr/?idc=108042&idt=th310>,<https://opentheso.huma-num.fr/?idc=108050&idt=th310>;PLINE-10-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-10-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-10-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-10-annoteIPL
sea;habitat;<https://opentheso.huma-num.fr/?idc=107290&idt=th310>,<https://opentheso.huma-num.fr/?idc=107143&idt=th310>,<https://opentheso.huma-num.fr/?idc=105634&idt=th310>,<https://opentheso.huma-num.fr/?idc=108026&idt=th310>;PLINE-10-annoteIPL
sea;habitat;<https://opentheso.huma-num.fr/?idc=107290&idt=th310>,<https://opentheso.huma-num.fr/?idc=107143&idt=th310>,<https://opentheso.huma-num.fr/?idc=105634&idt=th310>,<https://opentheso.huma-num.fr/?idc=108026&idt=th310>;PLINE-10-annoteIPL
fish;;<https://opentheso.huma-num.fr/?idc=105567&idt=th310>, <https://opentheso.huma-num.fr/?idc=107105&idt=th310>, <https://opentheso.huma-num.fr/?idc=105574&idt=th310>, <https://opentheso.huma-num.fr/?idc=107247&idt=th310>, <https://opentheso.huma-num.fr/?idc=107501&idt=th310>, <https://opentheso.huma-num.fr/?idc=107173&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtRFjG4zSvbV&idt=th310>, <https://opentheso.huma-num.fr/?idc=107441&idt=th310>, <https://opentheso.huma-num.fr/?idc=5006&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtBD1ZdbvHZv&idt=th310>, <https://opentheso.huma-num.fr/?idc=105571&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrthnT1nxnGPl&idt=th310>, <https://opentheso.huma-num.fr/?idc=105570&idt=th310>, <https://opentheso.huma-num.fr/?idc=107477&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtxWLeS2I4TG&idt=th310>, <https://opentheso.huma-num.fr/?idc=105311&idt=th310>, <https://opentheso.huma-num.fr/?idc=107185&idt=th310>, <https://opentheso.huma-num.fr/?idc=105575&idt=th310>, <https://opentheso.huma-num.fr/?idc=105572&idt=th310>, <https://opentheso.huma-num.fr/?idc=5012&idt=th310>, <https://opentheso.huma-num.fr/?idc=105568&idt=th310>, <https://opentheso.huma-num.fr/?idc=105573&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrthSmPLP6Dh7&idt=th310>, <https://opentheso.huma-num.fr/?idc=106764&idt=th310>, <https://opentheso.huma-num.fr/?idc=105564&idt=th310>, <https://opentheso.huma-num.fr/?idc=107175&idt=th310>, <https://opentheso.huma-num.fr/?idc=105565&idt=th310>, <https://opentheso.huma-num.fr/?idc=106762&idt=th310>, <https://opentheso.huma-num.fr/?idc=107427&idt=th310>;PLINE-10-annoteIPL
fish;ancient class;<https://opentheso.huma-num.fr/?idc=105567&idt=th310>,<https://opentheso.huma-num.fr/?idc=107105&idt=th310>,<https://opentheso.huma-num.fr/?idc=105574&idt=th310>,<https://opentheso.huma-num.fr/?idc=107247&idt=th310>,<https://opentheso.huma-num.fr/?idc=107501&idt=th310>,<https://opentheso.huma-num.fr/?idc=107173&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtRFjG4zSvbV&idt=th310>,<https://opentheso.huma-num.fr/?idc=107441&idt=th310>,<https://opentheso.huma-num.fr/?idc=5006&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtBD1ZdbvHZv&idt=th310>,<https://opentheso.huma-num.fr/?idc=105571&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrthnT1nxnGPl&idt=th310>,<https://opentheso.huma-num.fr/?idc=105570&idt=th310>,<https://opentheso.huma-num.fr/?idc=107477&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtxWLeS2I4TG&idt=th310>,<https://opentheso.huma-num.fr/?idc=105311&idt=th310>,<https://opentheso.huma-num.fr/?idc=107185&idt=th310>,<https://opentheso.huma-num.fr/?idc=105575&idt=th310>,<https://opentheso.huma-num.fr/?idc=105572&idt=th310>,<https://opentheso.huma-num.fr/?idc=5012&idt=th310>,<https://opentheso.huma-num.fr/?idc=105568&idt=th310>,<https://opentheso.huma-num.fr/?idc=105573&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrthSmPLP6Dh7&idt=th310>,<https://opentheso.huma-num.fr/?idc=106764&idt=th310>,<https://opentheso.huma-num.fr/?idc=105564&idt=th310>,<https://opentheso.huma-num.fr/?idc=107175&idt=th310>,<https://opentheso.huma-num.fr/?idc=105565&idt=th310>,<https://opentheso.huma-num.fr/?idc=106762&idt=th310>,<https://opentheso.huma-num.fr/?idc=107427&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-10-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-10-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-10-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
people;;<https://opentheso.huma-num.fr/?idc=pcrt6uNJPsrxAt&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtA0iwqQLVTe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtsaQdiK6Jyz&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtU62NVdJhRb&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtbwAmduJaqO&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtYp8MqzTdya&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtPPaHqeEd5Y&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtzPokWM3l02&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtNJZYvO2lcU&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtWaVicE1zW9&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
ales;;<https://opentheso.huma-num.fr/?idc=pcrtZ4cUs2XDls&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtItMnfHySi0&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtoLokxLWm4N&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrty8pOJTSDcI&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtQuZiT5nYY2&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtIMsuG0RWTs&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrts8SiTTY3Ka&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtySN3dH3oKv&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2l2q4DKWSm&idt=th310>, <https://opentheso.huma-num.fr/?idc=108375&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrta23FvuKqJw&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrttM3oWb28XX&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtSwwB6hetvN&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtmRPjWUhIEi&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtbME0PA8KDn&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtlgpro7ZkJ6&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtUPQl0dadQ5&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtgG7zDyVQmo&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtybmpzRqqMn&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtA6c6u5nOqA&idt=th310>, <https://opentheso.huma-num.fr/?idc=105213&idt=th310>, <https://opentheso.huma-num.fr/?idc=105587&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtw9Bj1aLvBN&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtbAwx0u8QO9&idt=th310>, <https://opentheso.huma-num.fr/?idc=106610&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtU62NVdJhRb&idt=th310>, <https://opentheso.huma-num.fr/?idc=105534&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtgaH8XYn0Aa&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtu1Srs8qhIX&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtkYAHhanOd1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtDdaWs7Sw7d&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtScJgHyie6m&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtD8ZgmPc9yv&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtNdxim8PdsR&idt=th310>, <https://opentheso.huma-num.fr/?idc=105586&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtVQP2aMvvBs&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt0g0GZxKWtr&idt=th310>, <https://opentheso.huma-num.fr/?idc=107175&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2GTQwujfcB&idt=th310>;PLINE-10-annoteIPL
ales;ancient class;<https://opentheso.huma-num.fr/?idc=pcrtZ4cUs2XDls&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtItMnfHySi0&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtoLokxLWm4N&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrty8pOJTSDcI&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtQuZiT5nYY2&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtIMsuG0RWTs&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrts8SiTTY3Ka&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtySN3dH3oKv&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt2l2q4DKWSm&idt=th310>,<https://opentheso.huma-num.fr/?idc=108375&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrta23FvuKqJw&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrttM3oWb28XX&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtSwwB6hetvN&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtmRPjWUhIEi&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtbME0PA8KDn&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtlgpro7ZkJ6&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtUPQl0dadQ5&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtgG7zDyVQmo&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtybmpzRqqMn&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtA6c6u5nOqA&idt=th310>,<https://opentheso.huma-num.fr/?idc=105213&idt=th310>,<https://opentheso.huma-num.fr/?idc=105587&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtw9Bj1aLvBN&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtbAwx0u8QO9&idt=th310>,<https://opentheso.huma-num.fr/?idc=106610&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtU62NVdJhRb&idt=th310>,<https://opentheso.huma-num.fr/?idc=105534&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtgaH8XYn0Aa&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtu1Srs8qhIX&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtkYAHhanOd1&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtDdaWs7Sw7d&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtScJgHyie6m&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtD8ZgmPc9yv&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtNdxim8PdsR&idt=th310>,<https://opentheso.huma-num.fr/?idc=105586&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtVQP2aMvvBs&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt0g0GZxKWtr&idt=th310>,<https://opentheso.huma-num.fr/?idc=107175&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt2GTQwujfcB&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
Caius;politician;<https://opentheso.huma-num.fr/?idc=108062&idt=th310>,<https://opentheso.huma-num.fr/?idc=107328&idt=th310>,<https://opentheso.huma-num.fr/?idc=108577&idt=th310>,<https://opentheso.huma-num.fr/?idc=106616&idt=th310>,<https://opentheso.huma-num.fr/?idc=105823&idt=th310>;PLINE-10-annoteIPL
Caius;politician;<https://opentheso.huma-num.fr/?idc=108062&idt=th310>,<https://opentheso.huma-num.fr/?idc=107328&idt=th310>,<https://opentheso.huma-num.fr/?idc=108577&idt=th310>,<https://opentheso.huma-num.fr/?idc=106616&idt=th310>,<https://opentheso.huma-num.fr/?idc=105823&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>, <https://opentheso.huma-num.fr/?idc=107203&idt=th310>, <https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
aquila;ancient class;<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,<https://opentheso.huma-num.fr/?idc=107203&idt=th310>,<https://opentheso.huma-num.fr/?idc=108052&idt=th310>;PLINE-10-annoteIPL
dragon;;<https://opentheso.huma-num.fr/?idc=107227&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtGEWgO8RzhI&idt=th310>, <https://opentheso.huma-num.fr/?idc=5076&idt=th310>;PLINE-10-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-10-annoteIPL
