label;parent;candidate;chapter
pain;;<https://opentheso.huma-num.fr/?idc=pcrtDr6Oi6lHM6&idt=th310>,<https://opentheso.huma-num.fr/?idc=106953&idt=th310>;PLINE-8-annoteIPL
tale;;<https://opentheso.huma-num.fr/?idc=pcrtVeZQVh7enW&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2m165SIOlQ&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtAuIIhy2xSX&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt8uSV4Y8Zx3&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtNQhoS8U7Ve&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtTv2xhrEwPW&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtBDFoDRAo75&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtZSSTfT3iW8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtXnnrd43yND&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt6ihD3VYe4o&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtRQYH2vEDpP&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2l2q4DKWSm&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtTcw1EjNRjc&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtySN3dH3oKv&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtf8SaMYKckm&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtmRPjWUhIEi&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtHgXylM0gkU&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjxHvdqN73m&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtA6c6u5nOqA&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtE2HKmkY7aj&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtAoNmnP9BYF&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtpYS4ijo0m2&idt=th310>, <https://opentheso.huma-num.fr/?idc=105463&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtsS4yoli5F3&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtJGP8rtUT4q&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt86nTYZYBHw&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtSpZKiFuqSw&idt=th310>;PLINE-8-annoteIPL
cuisine;;<https://opentheso.huma-num.fr/?idc=pcrtAWMnNe4Z2N&idt=th310>,<https://opentheso.huma-num.fr/?idc=105581&idt=th310>;PLINE-8-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-8-annoteIPL
Ethiopia;;<https://opentheso.huma-num.fr/?idc=107830&idt=th310>, <https://opentheso.huma-num.fr/?idc=107794&idt=th310>;PLINE-8-annoteIPL
Ethiopia;place;<https://opentheso.huma-num.fr/?idc=107830&idt=th310>,<https://opentheso.huma-num.fr/?idc=107794&idt=th310>;PLINE-8-annoteIPL
dent;;<https://opentheso.huma-num.fr/?idc=pcrtB5MOlwoFbc&idt=th310>,<https://opentheso.huma-num.fr/?idc=105134&idt=th310>;PLINE-8-annoteIPL
Africa;;<https://opentheso.huma-num.fr/?idc=pcrtASNSSVPKAu&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtWenr3MyngA&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtShV4zjpBwz&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtVXEeNuNBWM&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt6dOfSUnkXu&idt=th310>, <https://opentheso.huma-num.fr/?idc=106949&idt=th310>, <https://opentheso.huma-num.fr/?idc=108467&idt=th310>;PLINE-8-annoteIPL
Africa;places;<https://opentheso.huma-num.fr/?idc=pcrtASNSSVPKAu&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtWenr3MyngA&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtShV4zjpBwz&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtVXEeNuNBWM&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt6dOfSUnkXu&idt=th310>,<https://opentheso.huma-num.fr/?idc=106949&idt=th310>,<https://opentheso.huma-num.fr/?idc=108467&idt=th310>;PLINE-8-annoteIPL
Ethiopia;;<https://opentheso.huma-num.fr/?idc=107830&idt=th310>, <https://opentheso.huma-num.fr/?idc=107794&idt=th310>;PLINE-8-annoteIPL
Ethiopia;places;<https://opentheso.huma-num.fr/?idc=107830&idt=th310>,<https://opentheso.huma-num.fr/?idc=107794&idt=th310>;PLINE-8-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-8-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-8-annoteIPL
India;;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtj8urIFfA6b&idt=th310>, <https://opentheso.huma-num.fr/?idc=107786&idt=th310>, <https://opentheso.huma-num.fr/?idc=105710&idt=th310>, <https://opentheso.huma-num.fr/?idc=107860&idt=th310>, <https://opentheso.huma-num.fr/?idc=105874&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtflDrSsRs64&idt=th310>, <https://opentheso.huma-num.fr/?idc=105695&idt=th310>, <https://opentheso.huma-num.fr/?idc=107173&idt=th310>;PLINE-8-annoteIPL
India;places;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtj8urIFfA6b&idt=th310>,<https://opentheso.huma-num.fr/?idc=107786&idt=th310>,<https://opentheso.huma-num.fr/?idc=105710&idt=th310>,<https://opentheso.huma-num.fr/?idc=107860&idt=th310>,<https://opentheso.huma-num.fr/?idc=105874&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtflDrSsRs64&idt=th310>,<https://opentheso.huma-num.fr/?idc=105695&idt=th310>,<https://opentheso.huma-num.fr/?idc=107173&idt=th310>;PLINE-8-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-8-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-8-annoteIPL
dragon;;<https://opentheso.huma-num.fr/?idc=107227&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtGEWgO8RzhI&idt=th310>, <https://opentheso.huma-num.fr/?idc=5076&idt=th310>;PLINE-8-annoteIPL
elefant;;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrth4ik1YqDS1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtOW35kqVh9B&idt=th310>, <https://opentheso.huma-num.fr/?idc=107021&idt=th310>, <https://opentheso.huma-num.fr/?idc=106949&idt=th310>;PLINE-8-annoteIPL
elefant;;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrth4ik1YqDS1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtOW35kqVh9B&idt=th310>, <https://opentheso.huma-num.fr/?idc=107021&idt=th310>, <https://opentheso.huma-num.fr/?idc=106949&idt=th310>;PLINE-8-annoteIPL
tale;;<https://opentheso.huma-num.fr/?idc=pcrtVeZQVh7enW&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2m165SIOlQ&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtAuIIhy2xSX&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt8uSV4Y8Zx3&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtNQhoS8U7Ve&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtTv2xhrEwPW&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtBDFoDRAo75&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtZSSTfT3iW8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtXnnrd43yND&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt6ihD3VYe4o&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtRQYH2vEDpP&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt2l2q4DKWSm&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtTcw1EjNRjc&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtySN3dH3oKv&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtf8SaMYKckm&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtmRPjWUhIEi&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtHgXylM0gkU&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjxHvdqN73m&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtA6c6u5nOqA&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtE2HKmkY7aj&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtAoNmnP9BYF&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtpYS4ijo0m2&idt=th310>, <https://opentheso.huma-num.fr/?idc=105463&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtsS4yoli5F3&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtJGP8rtUT4q&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt86nTYZYBHw&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtSpZKiFuqSw&idt=th310>;PLINE-8-annoteIPL
elefant;;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrth4ik1YqDS1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtOW35kqVh9B&idt=th310>, <https://opentheso.huma-num.fr/?idc=107021&idt=th310>, <https://opentheso.huma-num.fr/?idc=106949&idt=th310>;PLINE-8-annoteIPL
dragon;;<https://opentheso.huma-num.fr/?idc=107227&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtGEWgO8RzhI&idt=th310>, <https://opentheso.huma-num.fr/?idc=5076&idt=th310>;PLINE-8-annoteIPL
elefant;;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrth4ik1YqDS1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtOW35kqVh9B&idt=th310>, <https://opentheso.huma-num.fr/?idc=107021&idt=th310>, <https://opentheso.huma-num.fr/?idc=106949&idt=th310>;PLINE-8-annoteIPL
elefant;;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrth4ik1YqDS1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtOW35kqVh9B&idt=th310>, <https://opentheso.huma-num.fr/?idc=107021&idt=th310>, <https://opentheso.huma-num.fr/?idc=106949&idt=th310>;PLINE-8-annoteIPL
elefant;;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrth4ik1YqDS1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtOW35kqVh9B&idt=th310>, <https://opentheso.huma-num.fr/?idc=107021&idt=th310>, <https://opentheso.huma-num.fr/?idc=106949&idt=th310>;PLINE-8-annoteIPL
elefant;;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrth4ik1YqDS1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtOW35kqVh9B&idt=th310>, <https://opentheso.huma-num.fr/?idc=107021&idt=th310>, <https://opentheso.huma-num.fr/?idc=106949&idt=th310>;PLINE-8-annoteIPL
dragon;;<https://opentheso.huma-num.fr/?idc=107227&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtGEWgO8RzhI&idt=th310>, <https://opentheso.huma-num.fr/?idc=5076&idt=th310>;PLINE-8-annoteIPL
cunning;;<https://opentheso.huma-num.fr/?idc=105443&idt=th310>, <https://opentheso.huma-num.fr/?idc=105442&idt=th310>;PLINE-8-annoteIPL
cunning;dragon;<https://opentheso.huma-num.fr/?idc=105443&idt=th310>,<https://opentheso.huma-num.fr/?idc=105442&idt=th310>;PLINE-8-annoteIPL
elefant;;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrth4ik1YqDS1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtOW35kqVh9B&idt=th310>, <https://opentheso.huma-num.fr/?idc=107021&idt=th310>, <https://opentheso.huma-num.fr/?idc=106949&idt=th310>;PLINE-8-annoteIPL
dragon;;<https://opentheso.huma-num.fr/?idc=107227&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtGEWgO8RzhI&idt=th310>, <https://opentheso.huma-num.fr/?idc=5076&idt=th310>;PLINE-8-annoteIPL
river;;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>, <https://opentheso.huma-num.fr/?idc=105766&idt=th310>, <https://opentheso.huma-num.fr/?idc=107816&idt=th310>, <https://opentheso.huma-num.fr/?idc=105759&idt=th310>, <https://opentheso.huma-num.fr/?idc=107844&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>, <https://opentheso.huma-num.fr/?idc=105752&idt=th310>, <https://opentheso.huma-num.fr/?idc=105745&idt=th310>, <https://opentheso.huma-num.fr/?idc=105738&idt=th310>, <https://opentheso.huma-num.fr/?idc=105771&idt=th310>, <https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-8-annoteIPL
river;habitat;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>,<https://opentheso.huma-num.fr/?idc=105766&idt=th310>,<https://opentheso.huma-num.fr/?idc=107816&idt=th310>,<https://opentheso.huma-num.fr/?idc=105759&idt=th310>,<https://opentheso.huma-num.fr/?idc=107844&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>,<https://opentheso.huma-num.fr/?idc=105752&idt=th310>,<https://opentheso.huma-num.fr/?idc=105745&idt=th310>,<https://opentheso.huma-num.fr/?idc=105738&idt=th310>,<https://opentheso.huma-num.fr/?idc=105771&idt=th310>,<https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-8-annoteIPL
Ethiopia;;<https://opentheso.huma-num.fr/?idc=107830&idt=th310>, <https://opentheso.huma-num.fr/?idc=107794&idt=th310>;PLINE-8-annoteIPL
Ethiopia;places;<https://opentheso.huma-num.fr/?idc=107830&idt=th310>,<https://opentheso.huma-num.fr/?idc=107794&idt=th310>;PLINE-8-annoteIPL
India;;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtj8urIFfA6b&idt=th310>, <https://opentheso.huma-num.fr/?idc=107786&idt=th310>, <https://opentheso.huma-num.fr/?idc=105710&idt=th310>, <https://opentheso.huma-num.fr/?idc=107860&idt=th310>, <https://opentheso.huma-num.fr/?idc=105874&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtflDrSsRs64&idt=th310>, <https://opentheso.huma-num.fr/?idc=105695&idt=th310>, <https://opentheso.huma-num.fr/?idc=107173&idt=th310>;PLINE-8-annoteIPL
India;places;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtj8urIFfA6b&idt=th310>,<https://opentheso.huma-num.fr/?idc=107786&idt=th310>,<https://opentheso.huma-num.fr/?idc=105710&idt=th310>,<https://opentheso.huma-num.fr/?idc=107860&idt=th310>,<https://opentheso.huma-num.fr/?idc=105874&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtflDrSsRs64&idt=th310>,<https://opentheso.huma-num.fr/?idc=105695&idt=th310>,<https://opentheso.huma-num.fr/?idc=107173&idt=th310>;PLINE-8-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-8-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-8-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-8-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-8-annoteIPL
crest;;<https://opentheso.huma-num.fr/?idc=105139&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtr4XMrvOg1E&idt=th310>;PLINE-8-annoteIPL
Ethiopia;;<https://opentheso.huma-num.fr/?idc=107830&idt=th310>, <https://opentheso.huma-num.fr/?idc=107794&idt=th310>;PLINE-8-annoteIPL
Ethiopia;places;<https://opentheso.huma-num.fr/?idc=107830&idt=th310>,<https://opentheso.huma-num.fr/?idc=107794&idt=th310>;PLINE-8-annoteIPL
sea;habitat;<https://opentheso.huma-num.fr/?idc=107290&idt=th310>,<https://opentheso.huma-num.fr/?idc=107143&idt=th310>,<https://opentheso.huma-num.fr/?idc=105634&idt=th310>,<https://opentheso.huma-num.fr/?idc=108026&idt=th310>;PLINE-8-annoteIPL
sea;habitat;<https://opentheso.huma-num.fr/?idc=107290&idt=th310>,<https://opentheso.huma-num.fr/?idc=107143&idt=th310>,<https://opentheso.huma-num.fr/?idc=105634&idt=th310>,<https://opentheso.huma-num.fr/?idc=108026&idt=th310>;PLINE-8-annoteIPL
Arabia;;<https://opentheso.huma-num.fr/?idc=107318&idt=th310>, <https://opentheso.huma-num.fr/?idc=107800&idt=th310>, <https://opentheso.huma-num.fr/?idc=105709&idt=th310>, <https://opentheso.huma-num.fr/?idc=105706&idt=th310>;PLINE-8-annoteIPL
Arabia;places;<https://opentheso.huma-num.fr/?idc=107318&idt=th310>,<https://opentheso.huma-num.fr/?idc=107800&idt=th310>,<https://opentheso.huma-num.fr/?idc=105709&idt=th310>,<https://opentheso.huma-num.fr/?idc=105706&idt=th310>;PLINE-8-annoteIPL
navigation;;<https://opentheso.huma-num.fr/?idc=pcrtxHB1Rc1I8f&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt7T8PlSbmnN&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtiM03AViAGa&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtXX3GQuX3XM&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtWkZVMcX3r5&idt=th310>;PLINE-8-annoteIPL
navigation;special locomotion form;<https://opentheso.huma-num.fr/?idc=pcrtxHB1Rc1I8f&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrt7T8PlSbmnN&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtiM03AViAGa&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtXX3GQuX3XM&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtWkZVMcX3r5&idt=th310>;PLINE-8-annoteIPL
dragon;;<https://opentheso.huma-num.fr/?idc=107227&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtGEWgO8RzhI&idt=th310>, <https://opentheso.huma-num.fr/?idc=5076&idt=th310>;PLINE-8-annoteIPL
India;;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtj8urIFfA6b&idt=th310>, <https://opentheso.huma-num.fr/?idc=107786&idt=th310>, <https://opentheso.huma-num.fr/?idc=105710&idt=th310>, <https://opentheso.huma-num.fr/?idc=107860&idt=th310>, <https://opentheso.huma-num.fr/?idc=105874&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtflDrSsRs64&idt=th310>, <https://opentheso.huma-num.fr/?idc=105695&idt=th310>, <https://opentheso.huma-num.fr/?idc=107173&idt=th310>;PLINE-8-annoteIPL
India;places;<https://opentheso.huma-num.fr/?idc=106951&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtj8urIFfA6b&idt=th310>,<https://opentheso.huma-num.fr/?idc=107786&idt=th310>,<https://opentheso.huma-num.fr/?idc=105710&idt=th310>,<https://opentheso.huma-num.fr/?idc=107860&idt=th310>,<https://opentheso.huma-num.fr/?idc=105874&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtflDrSsRs64&idt=th310>,<https://opentheso.huma-num.fr/?idc=105695&idt=th310>,<https://opentheso.huma-num.fr/?idc=107173&idt=th310>;PLINE-8-annoteIPL
bull;;<https://opentheso.huma-num.fr/?idc=108557&idt=th310>, <https://opentheso.huma-num.fr/?idc=107906&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtWQVOSBxFKT&idt=th310>, <https://opentheso.huma-num.fr/?idc=105882&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtAcmX7RUSes&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtoSU7ZeaynD&idt=th310>, <https://opentheso.huma-num.fr/?idc=105898&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt34NxNXOBYM&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtVibtZJlA99&idt=th310>;PLINE-8-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-8-annoteIPL
relative;size;<https://opentheso.huma-num.fr/?idc=105272&idt=th310>,<https://opentheso.huma-num.fr/?idc=105375&idt=th310>,<https://opentheso.huma-num.fr/?idc=105168&idt=th310>;PLINE-8-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-8-annoteIPL
river;;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>, <https://opentheso.huma-num.fr/?idc=105766&idt=th310>, <https://opentheso.huma-num.fr/?idc=107816&idt=th310>, <https://opentheso.huma-num.fr/?idc=105759&idt=th310>, <https://opentheso.huma-num.fr/?idc=107844&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>, <https://opentheso.huma-num.fr/?idc=105752&idt=th310>, <https://opentheso.huma-num.fr/?idc=105745&idt=th310>, <https://opentheso.huma-num.fr/?idc=105738&idt=th310>, <https://opentheso.huma-num.fr/?idc=105771&idt=th310>, <https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-8-annoteIPL
river;place;<https://opentheso.huma-num.fr/?idc=107834&idt=th310>,<https://opentheso.huma-num.fr/?idc=105766&idt=th310>,<https://opentheso.huma-num.fr/?idc=107816&idt=th310>,<https://opentheso.huma-num.fr/?idc=105759&idt=th310>,<https://opentheso.huma-num.fr/?idc=107844&idt=th310>,<https://opentheso.huma-num.fr/?idc=pcrtuqSj7zzidD&idt=th310>,<https://opentheso.huma-num.fr/?idc=105752&idt=th310>,<https://opentheso.huma-num.fr/?idc=105745&idt=th310>,<https://opentheso.huma-num.fr/?idc=105738&idt=th310>,<https://opentheso.huma-num.fr/?idc=105771&idt=th310>,<https://opentheso.huma-num.fr/?idc=107806&idt=th310>;PLINE-8-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-8-annoteIPL
region;;<https://opentheso.huma-num.fr/?idc=105736&idt=th310>, <https://opentheso.huma-num.fr/?idc=105714&idt=th310>, <https://opentheso.huma-num.fr/?idc=105770&idt=th310>, <https://opentheso.huma-num.fr/?idc=105743&idt=th310>, <https://opentheso.huma-num.fr/?idc=105750&idt=th310>, <https://opentheso.huma-num.fr/?idc=105757&idt=th310>, <https://opentheso.huma-num.fr/?idc=105764&idt=th310>;PLINE-8-annoteIPL
region;place;<https://opentheso.huma-num.fr/?idc=105736&idt=th310>,<https://opentheso.huma-num.fr/?idc=105714&idt=th310>,<https://opentheso.huma-num.fr/?idc=105770&idt=th310>,<https://opentheso.huma-num.fr/?idc=105743&idt=th310>,<https://opentheso.huma-num.fr/?idc=105750&idt=th310>,<https://opentheso.huma-num.fr/?idc=105757&idt=th310>,<https://opentheso.huma-num.fr/?idc=105764&idt=th310>;PLINE-8-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-8-annoteIPL
absolute;size;<https://opentheso.huma-num.fr/?idc=105271&idt=th310>,<https://opentheso.huma-num.fr/?idc=105167&idt=th310>,<https://opentheso.huma-num.fr/?idc=105374&idt=th310>;PLINE-8-annoteIPL
place;;<https://opentheso.huma-num.fr/?idc=pcrtSxe2PZMWR8&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtjMViY6Mka1&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtKjVnonMg0S&idt=th310>, <https://opentheso.huma-num.fr/?idc=107059&idt=th310>, <https://opentheso.huma-num.fr/?idc=105497&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrt20EsS32aXe&idt=th310>, <https://opentheso.huma-num.fr/?idc=pcrtY20DKUZ2AS&idt=th310>;PLINE-8-annoteIPL
