label;parent;chapter
places;;PLINE-9-annotéIPL
Thracian Bosphorus;;PLINE-9-annotéIPL
absolute;size;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
with conch;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Acarnania;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
with conch;;PLINE-9-annotéIPL
Arabian mollusc with thorned shell;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
with conch;;PLINE-9-annotéIPL
Juba;historian;PLINE-9-annotéIPL
absolute;size;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Acarnania;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Actium;;PLINE-9-annotéIPL
absolute;size;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
absolute;size;PLINE-9-annotéIPL
absolute;size;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Britannia;;PLINE-9-annotéIPL
Cesar;historical character;PLINE-9-annotéIPL
1st c. BCE;;PLINE-9-annotéIPL
Caligula;historical character;PLINE-9-annotéIPL
Lollius;historical character;PLINE-9-annotéIPL
M;historical character;PLINE-9-annotéIPL
Gaius Cesar;historical character;PLINE-9-annotéIPL
nephew of Augustus;historical character;PLINE-9-annotéIPL
Curius Dentatus;politician;PLINE-9-annotéIPL
Manius;politician;PLINE-9-annotéIPL
Fabricius Luscinus;;PLINE-9-annotéIPL
Caius.;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Egypt;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
orient;;PLINE-9-annotéIPL
Plancus;politician;PLINE-9-annotéIPL
Lucius;politician;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
historical characer;;PLINE-9-annotéIPL
Clodius;;PLINE-9-annotéIPL
son of Aesopus;;PLINE-9-annotéIPL
actor of tragic plays;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Alexandria;;PLINE-9-annotéIPL
Sulla;politician;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
absolute;longevity;PLINE-9-annotéIPL
summer lethargy;;PLINE-9-annotéIPL
social behavour;;PLINE-9-annotéIPL
comparison with another animal;;PLINE-9-annotéIPL
absolute;size;PLINE-9-annotéIPL
absolute;size;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Meninx;;PLINE-9-annotéIPL
Gaetulian coast;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Laconian coast;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
odour;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
river;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
comparison with another animal;;PLINE-9-annotéIPL
synonym;;PLINE-9-annotéIPL
pelagia;;PLINE-9-annotéIPL
special;nourishment;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
with conch;;PLINE-9-annotéIPL
dilutensis;;PLINE-9-annotéIPL
varieties;purple;PLINE-9-annotéIPL
ancien classes;;PLINE-9-annotéIPL
with conch;;PLINE-9-annotéIPL
phishing;;PLINE-9-annotéIPL
use of animal product;;PLINE-9-annotéIPL
use of animal product;;PLINE-9-annotéIPL
use of animal product;;PLINE-9-annotéIPL
crimson dye;;PLINE-9-annotéIPL
use of animal product;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
peoples;;PLINE-9-annotéIPL
Tullus Hostilius;historical character;PLINE-9-annotéIPL
1st c. BCE-1st c. CE;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Nepos;intellectual authority;PLINE-9-annotéIPL
Cornelius;intellectual authority;PLINE-9-annotéIPL
Spinther;historical character;PLINE-9-annotéIPL
P. Lentulus;;PLINE-9-annotéIPL
1st c. BCE;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
with conch;;PLINE-9-annotéIPL
use of animal product;;PLINE-9-annotéIPL
trade of animal;;PLINE-9-annotéIPL
trade of animal part;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
with conch;;PLINE-9-annotéIPL
plces;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Emerita Augusta;;PLINE-9-annotéIPL
use of animal product;;PLINE-9-annotéIPL
absolute;size;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
absolute;size;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
absolute;speed;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
absolute;speed;PLINE-9-annotéIPL
digestive organs;;PLINE-9-annotéIPL
digestive organs;;PLINE-9-annotéIPL
sea nettle;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
« third nature »;;PLINE-9-annotéIPL
general;locomotion;PLINE-9-annotéIPL
specially distinguishing feature;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
excretion organs;;PLINE-9-annotéIPL
sea nettle;;PLINE-9-annotéIPL
variety of sponge;tragos;PLINE-9-annotéIPL
variety of sponge;manos;PLINE-9-annotéIPL
variety of sponge;achillium;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
with conch;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
special nourishment;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
absolute;size;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Hellespont;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Malea;;PLINE-9-annotéIPL
digestive organs;;PLINE-9-annotéIPL
absolute;longevity;PLINE-9-annotéIPL
variety of sponge;aplysia;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
with conch;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Indian Sea;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
places;;PLINE-9-annotéIPL
Indian Sea;;PLINE-9-annotéIPL
relative;size;PLINE-9-annotéIPL
tale;;PLINE-9-annotéIPL
absolute;size;PLINE-9-annotéIPL
measure;;PLINE-9-annotéIPL
foot (twelfth part);;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient clases;;PLINE-9-annotéIPL
canibalism;;PLINE-9-annotéIPL
male’s sperm;;PLINE-9-annotéIPL
lake;habitat;PLINE-9-annotéIPL
absolute;number of offspring;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
flat fish;;PLINE-9-annotéIPL
tale;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
languste;;PLINE-9-annotéIPL
tale;;PLINE-9-annotéIPL
tale;;PLINE-9-annotéIPL
hindleg;;PLINE-9-annotéIPL
tadpole;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
seminal fluid;secretion;PLINE-9-annotéIPL
peoples;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
Pleiads;astronomical calendar;PLINE-9-annotéIPL
April;Roman month;PLINE-9-annotéIPL
June;April, May, June;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
equinox;astronomical calendar;PLINE-9-annotéIPL
ancient classe;;PLINE-9-annotéIPL
cartilaginous fish;;PLINE-9-annotéIPL
filio-paternal relationship;;PLINE-9-annotéIPL
ancient classes;;PLINE-9-annotéIPL
absolute;number of offspring;PLINE-9-annotéIPL
specially distinguishing feature;;PLINE-9-annotéIPL
perhaps palaeographic mistake;;PLINE-9-annotéIPL
μῦς wrongly read for ἐμύς;;PLINE-9-annotéIPL
