annotation;text;concept;chapter
bee;"principatus apibus et iure praecipua admiratio, solis ex eo genere hominum causa genitis. mella contrahunt sucumque dulcissimum atque subtilissimum ac saluberrimum, favos confingunt et ceras mille ad usus vitae, laborem tolerant, opera conficiunt, rem p<ubli><cam> habent, consilia privatim <quo>que, a<t> duces gregatim et, quod maxime mirum sit, mores habent praeter <cet>e<r>a, cum  [[12]]  sint neque mansueti generis neque feri. tant<a> est natura rerum, ut prope ex umbra minima animalis incomparabile effecerit quiddam. quos efficaciae industriaeque tant<ae> comparemus nervos, quas vires? quos ratione medius fidius <iis> viros, hoc certe praestantioribus, quo<d> nihil novere nisi   commune? non sit de anima quaestio, constet et de sanguine, quantulum tamen esse in tantulis potest? aestimemus post ea ingenium.  [[13]]  Hieme conduntur_unde enim <firm>a<e> pruinas nivesque et aquilonum flatus perferre vires?_sane et insecta omnia, sed minus diu quae parietibus nostris occultata mature tepefiunt. circa apes aut temporum locorumve ratio mutata est, aut erraverunt priores. conduntur a vergiliarum occasu et latent ultra exortum_adeo non ad veris initium, ut dixere, nec quisquam in Italia de alvis existimat ante  [[14]]  fabas florentes_, exeunt ad opera et labores, nullusque, cum per caelum licuit, otio perit dies. primum favos construunt, ceram fingunt, hoc est domos cellasque faciunt, dein subolem, postea mella, ceram ex floribus, melliginem e lacrimis arborum quae glutinum pariunt, salicis, ulmi, [[15]]  harundinis suco, cummi, resina. his primum alvum ipsam intus <in> totum ut quodam tectorio inlinunt et aliis amarioribus sucis contra aliarum bestiolarum aviditates, id se facturas consciae quod concupisci possit; isdem fores quoque latiores circumstruunt. [[16]]  Prima fundamenta commosin vocant periti, secunda <p>issoceron, tertia propolin, inter coria cerasque, magni ad medicamina usus. commosis crusta est prima, saporis amari. <p>issoceros super eam venit, picantium modo, ceu dilutior cera. e vitium populorumque mitiore cummi propolis, crassioris iam materiae additis floribus, nondum tamen cera, sed favorum stabilimentum, qua omnes frigoris aut iniuriae aditus obstruuntur, odore et ipsa etiamnu<m> gravi, ut qua plerique pro galbano utantur. [[17]]  Praeter haec convehitur erithace, quam aliqui sandaracam, alii cerinthum vocant. hic erit apium dum operantur cibus, qui saepe invenitur in favorum inanitatibus sepositus, et ipse amari saporis. gignitur autem rore verno et arborum suco cummium modo, capit<ur> i<n> fici<s> minor, austri flatu nigrior, aquilonibus melior et rubens, plurimus in Graecis nucibus. Menecrates florem esse dicit, sed nemo praeter eum.  [[18]] Ceras ex omnium arborum satorumque floribus confingunt excepta rumice et echinopode; herbarum haec genera. falso excipitur et spartum, quippe cum in Hispania multa in spartariis mella herbam eam sapiant. falso et oleas excipi arbitror, quippe olivae proventu plurima examina gigni certum est. fructibus nullis nocetur. mortuis [[19]] ne floribus quidem, non modo corporibus, insidunt. operantur intra LX p. et subinde consumptis in proximo floribus speculatores ad pabula ulteriora mittunt. noctu deprehensae in expeditione excubant supinae, ut alas a rore protegant, ne quis miretur amore earum captos Aristomachum Solensem duodesexaginta annis nihil aliud egisse, <Ph>iliscum vero Thasium in desertis apes colentem Agrium cognominatum, qui ambo scripsere de <i>is. [[20]]  Ratio operis <mi>re div<isi>: statio ad portas more castrorum, quies in matutinum, donec una excitet gemino aut triplici bombo ut bucino aliquo. tunc universae provolant, si dies mitis futurus est. praedivinant enim ventos imbresque, <cum> se continent tectis; itaque temperie caeli <oti>um hoc inter praescita habent. cum agmen ad opera processit, aliae flores adgerunt pedibus, aliae aquam ore [[21]]  guttasque lanugine totius corporis. quibus est earum adulescentia, ad opera exeunt et supra dicta convehunt, seniores intus operantur. quae flores comportant, prioribus pedibus femina onerant propter id natura scabra, pedes priores rostro, totaeque onustae remeant sarcina pandatae. exci [[22]] piunt eas ternae quaternae, quae exonerant. sunt enim intus quoque officia divisa: aliae struunt, aliae poliunt, aliae suggerunt, aliae cibum comparant ex eo quod adlatum est; neque enim separatim vescuntur, ne inaequalitas operis et cibi fiat et temporis. struunt orsae a conca<m>aratione alvi textumque velut a summa tela deducunt, limitibus binis  [[23]] circa singulos actus, ut aliis intrent, aliis exeant. favi, superiore parte adfixi et paulum etiam lateribus, simul haerent et pendent; ima alvum non contingunt, obl<ong>i <a>u<t> rotundi, qualiter poposcit alvus, aliquando et duorum generum, cum duo examina concordibus populis dissimiles habuere ritus. ruentes ceras fulciunt, pilarum intergerivis a solo fornicatis, [[24]]  ne desit aditus ad sarciendum. primi fere tres versus inanes struuntur, ne promptum sit quod invitet furantem; novissimi maxime inplentur melle. ideo aversa alvo favi eximuntur. gerulae secundos flatus captant. si cooriatur procella, adprehensi pondusculo lapilli s<e> librant; quidam in umeros eum inponi tradunt. iuxta vero terram volant in [[25]] adverso flatu vepribus evitatis. mira observatio operis: cessantium inertiam notant, castigant, mox et puniunt morte. mira munditia amoliuntur omnia <e> medio, nullaeque inter opera spurcitiae iacent; quin et excrementa operantium intus, ne longius recedant, unum congesta in locum turbidis [[26]] diebus et operis otio egerunt. cum advesperascit, in alvo strepunt minus ac minus, donec una circumvolet eodem quo excitavit bombo ceu quietem capere imperans, et hoc castrorum more. tunc repente omnes conticescunt. Domos primum plebei exaedificant, deinde regibus. si speratur largior proventus, adiciuntur contubernia et fucis. [[27]]  hae cellarum minimae, sed ipsi maiores apibus. sunt autem fuci sine aculeo, velut inperfectae apes novissimaeque a fessis aut iam emeritis inchoatae, serotinus fetus et quasi servitia verarum apium, quam ob rem imperant <i>is primosque expellunt in opera, tardantes sine clementia puniunt. neque in opere tantum, sed in fetu quoque adiuvant [[28]] eas, multum ad calorem conferente turba. certe quo maior eorum fuit multitudo, hoc maior fi<t> et examinum proventus. cum mella coeperunt maturescere, abigunt eos multaeque singulos adgressae trucidant. nec id genus nisi vere conspicitur. fucus ademptis alis in alvum reiectus ipse ce- [[29]] teris adimit. regias imperatoribus futuris in ima parte alvi exstruunt amplas, magnificas, separatas, tuberculo eminentes, quod si exprimatur, non gignuntur. sexangulae omnes cellae a singulorum pedum opere. nihil horum stato tempore, sed rapiunt diebus serenis munia. melle uno alterove summum die cellas replent. [[30]]  Venit hoc ex aere et maxime siderum exortu, praecipueque ipso sirio explendescente, nec omnino prius vergiliarum exortu, sublucanis temporibus. itaque tum prima aurora folia arborum melle roscida inveniuntur ac, si qui matutino sub diu fuere, unctas liquore vestes capillumque concretum sentiunt, sive ille est caeli sudor sive quaedam siderum saliva sive purgantis s<e> aeris sucus; utinamque esset purus ac liquidus et suae naturae, qualis defluit pri-  [[31]]  mo! nunc vero e tanta cadens altitudine multumque, dum venit, sordescens et obvio terrae halitu infectus, praeterea e fronde ac pabulis potus et in utriculos congestus apium _ore enim eum vomunt_, ad hoc suco florum corruptus et alvi <viti>is maceratus totiensque mutatus, magnam [[32]]  tamen caelestis naturae voluptatem adfert. ibi optimus semper, ubi optimorum doliolis florum conditur. <fit> Atticae regionis hoc et Siculae Hymetto et Hybla locis, mox Calydna insula. est autem initio mel ut aqua dilutum et primis diebus fervet ut musta seque purgat, vicensimo die crassescit, mox obducitur tenui membrana, quae fervoris ipsius spuma concrescit. sorbetur optimum et minime fronde infectum e quercus, tiliae, harundinum foliis. [[33]]  Summa quidem bonitatis natione constat, ut supra diximus, pluribus modis. aliubi enim favi cera spectabiles gignuntur, ut in Sicilia, Paelignis, aliubi copia mellis, ut in Creta, Cypro, Africa, aliubi magnitudine, ut in septentrionalibus, viso iam in Germania octo pedum longitudinis [[34]] favo in cav<a> parte nigr<o>. in quocumque tamen tractu terna sunt genera mellis. vernum ex floribus constructo favo, quod ideo vocatur anthinum. hoc quidam attingi vetant, ut largo alimento valida exeat suboles. alii ex nullo minus apibus relinquunt, quoniam magna sequatur ubertas magnorum siderum exortu, praeterea solstitio, cum thymum et uva [[35]] florere incipiunt, praecipua cellarum materia. est autem in eximendis favis necessaria dispensatio, quoniam inopia cibi desperant moriunturque aut diffugiunt, contra copia ignaviam adfert, ac iam melle, non erithace, pascuntur. ergo diligentiores ex hac vindemia XV partem apibus relinquunt. dies status inchoandae, ut quadam lege naturae, si scire aut observare homines vellent, tricensimus ab educto examine, fereque Maio mense includitur haec vindemia. [[36]] Alterum genus est mellis aestivi, quod ideo vocatur horaeon a tempestivitate praecipua, ipso sirio exsplendescente post solstitium diebus XXX fere. inmensa circa hoc subtilitas naturae mortalibus patefacta est, nisi fraus hominum [[37]] cuncta pernicie corrumperet. namque ab exortu sideris cuiuscumque, sed nobilium maxime, aut caelestis arcus, si non sequantur imbres, sed ros tepescat solis radiis, medicamenta, non mella, gignuntur, oculis, ulceribus internisque visceribus dona caelestia. quod si servetur hoc sirio exoriente casuque congruat in eundem diem, ut saepe, Veneris aut Iovis Mercurive exortus, non alia suavitas visque mortalium malis a morte revocandis quam divini nectaris fiat. [[38]] Mel plenilunio uberius capitur, sereno die pinguius. in omni melle quod per se fluxit ut mustum oleumque, appellatur acetum. maxime laudabile est aestivum omne rutilum, ut siccioribus confectum diebus. album mel non fit ubi thymum est, sed oculis et ulceribus aptissimum existimatur. e thymo coloris aurei, saporis gratissimi, quo fit palam; doliolis pingu<e>, e marino rore spissum. quod [[39]] concrescit autem, minime laudatur. thymosum non coit et tactu praetenuia fila mittit, quod primum bonitatis argumentum est; abrumpi statim et resilire guttas vilitatis indicium habetur. sequens probatio ut sit odoratum et ex [[40]] dulci acre, glutinosum, perlucidum. aestiva mellatione X partem Cassio Dionysio apibus relinqui placet, si plenae fuerint alvi; si minus, pro rata portione aut, si inanes, omnino non attingi. huic vindemiae Attici signum dedere initium caprifici, alii diem Volcano sacrum. [[41]] Tertium genus mellis minime probatum silvestre, quod ericaeum vocant. convehitur post primos autumni imbres, cum erice sola floret in silvis, ob id harenoso simile. gignit id maxime arcturi exortus ex a. d. pr. id. Septembres. quidam aestivam mellationem ad arcturi exortum proferunt, quoniam ad aequinoctium autumni ab eo supersint dies XIIII, et ab aequinoctio ad vergiliarum occasum diebus [[42]]  XXXXVIII plurima sit erice. Athenienses eam tetra<l>icen appellant, Euboea sisyrum, putantque apibus esse gratissimam, fortassis quia tunc nulla alia sit copia. haec ergo mellatio fine vindemiae et vergiliarum occasu idibus Novembribus fere includitur. relinqui ex ea duas partes apibus ratio persuadet, et semper eas partes favorum, quae habe- [[43]]  ant erithacen. a bruma ad arcturi exortum diebus LX somno aluntur sine ullo cibo. ab arcturi exortu ad aequinoctium vernum tepidiore tractu iam vigilant, sed etiamnum alvo se continent servatosque in id tempus cibos repetunt. in Italia vero hoc idem a vergiliarum exortu faciunt et in  [[44]]  eum dormiunt. alvos quidam in eximendo melle expendunt, ita diribentes quantum relinquant. aequitas quidem etiam in iis obstringitur, feruntque societate fraudata alvos mori. in primis ergo praecipitur, lauti ut purique eximant mella. [[45]]  f<a>et<o>rem mulierumque menses odere. cum eximantur mella, apes abigi fumo utilissimum, ne irascantur aut ipsae avide vorent. fumo crebriore et ignavia earum excitatur ad opera, nam nisi incubavere, favos lividos faciunt. rursus fumo nimio inficiuntur, quando iniuriam celerrime sentiunt mella, vel minimo contactu roris acescentia. et ob id inter genera servatur quod acapnum vocant. [[46]] Fetus quonam modo progenerarent, magna inter eruditos et subtilis fuit quaestio. apium enim coitus visus est numquam. plures existimavere ore confingi floribus compositas apte atque utiliter; aliqui coitu unius, qui rex in quoque appelletur examine: hunc esse solum marem, praecipua magnitudine, ne fatiscat; ideo fetum sine eo non edi, apesque reliquas tamquam marem feminas comitari, non tamquam ducem. quam probabilem alias sententiam fucorum proventus coarguit. quae enim ratio, ut idem coitus [[47]] inperfectos generet alios? propior vero prior existimatio fieret, ni rursus alia difficultas occurreret. quippe nascuntur aliquando in extremis favis apes grandiores, quae ceteras fugant. oestrus vocatur hoc malum, quonam modo nascens, [[48]]  si ipsae fingunt? quod certum est, gallinarum modo incubant. id, quod exclusum est, primo vermiculus videtur candidus, iacens transversus adhaerensque ita ut pars cerae videatur. rex statim mellei coloris, ut electo flore ex omni copia factus, neque vermiculus, sed statim pinniger. cetera turba cum formam capere coepit, nymphae vocantur, ut fuci [[49]] serenes aut ce<ph>enes. si quis alterutris capita demat prius quam pinnas habeant, pro gratissimo sunt pabulo matribus. tempore procedente instillant cibos atque incubant, tum maxime murmurantes, caloris, ut putant, faciendi gratia necessarii excludendis pullis, donec ruptis membranis, quae singulos cingunt, ovorum modo universum agmen emergat. spectatum hoc Romae consularis cuiusdam surburbano, alvis [[50]] cornu lanternae tralucido factis. fetus intra XLV diem peragitur. fit in favis quibusdam qui vocatur clavus, amarae duritia cerae, cum fetum inde non eduxere morbo aut ignavia aut infecunditate naturali; hic est abortus apium. protinus autem educti operantur quadam disciplina cum matribus, regemque iuvenem aequalis turba comitatur. reges [[51]] plures inchoantur, ne des<i>nt. postea ex his suboles cum adulta esse coepit, concordi suffragio deterrimos necant, ne distrahant agmina. duo autem genera eorum: melior <rufus>, <deterior> niger variusque. omnibus forma semper egregia et duplo quam ceteris maior, pinnae breviores, crura recta, ingressus celsior, in fronte macula quodam diademate candicans. multum etiam nitore a volgo differunt. [[52]] Quaerat nunc aliquis, unusne Hercules fuerit et quot Liberi patres, et reliqua vetustatis situ obruta! ecce in re parva villisque nostris adnexa, cuius adsidue copia est, non constat inter auctores, rex nullumne solus habeat aculeum, maiestate tantum armatus, an dederit quidem eum natura, sed usum eius illi tantum negaverit. illud constat, imperatorem aculeo non uti. mira plebei circa eum obe- [[53]] dientia. cum procedit, una est totum examen circaque eum globatur, cingit, protegit, cerni non patitur. reliquo tempore, cum populus in labore est, ipse opera intus circumit, similis exhortanti, solus inmunis. circa eum satellites qui- [[54]] dam lictoresque, adsidui custodes auctoritatis. procedit foris non nisi migraturo examine. id multo intellegitur ante, aliquot diebus murmure intus strepente, apparatus indice diem tempestivum eligentium. si quis alam ei detruncet, non fugiat examen. cum processere, se quaeque proximam illi cupit esse, in officio conspici gaudet. fessum umeris sublevant, validius fatigatum ex toto portant. si qua lassata defecit aut forte aberravit, odore persequitur. ubicumque ille consedit, ibi cunctarum castra sunt. [[55]] Tunc ostenta faciunt privata ac publica, uva dependente in domibus templisque, saepe expiata magnis eventibus. sedere in ore infantis tum etiam Platonis, suavitatem illam praedulcis eloquii portendentes. sedere in castris Drusi imperatoris, cum prosperrime pugnatum apud Arbalonem est, hautquaquam perpetua haruspicum coniectura, qui dirum id ostentum existimant semper. duce [[56]] prenso totum tenetur agmen, amisso dilabitur migratque ad alios. esse utique sine rege non possunt. invitae autem interemunt eos, cum plures fuere, potiusque nascentium domos diruunt, si proventus desperatur. tunc et fucos abi-  [[57]] gunt. quamquam et de his video dubitari propriumque iis genus esse aliquos existimare, sicut furibus, grandissimis inter illos, sed nigris lataque alvo, ita appellatis, quia furtim devorent mella. certum est ab apibus fucos interfici. utique regem non habent. et quo modo sine aculeo nascantur in quaestione est. [[58]] Vmido vere melior fetus, sicco mel copiosius; quod si defecit aliquas alvos cibus, impetum in proximas faciunt rapinae proposito. at illae contra derigunt aciem et, si custos adsit, alterutra pars, quae sibi favere sensit, non adpetit eum. ex aliis quoque saepe dimicant causis duasque acies contrarias duosque imperatores instruunt, maxime rixa in convehendis floribus exserta et suos quibusque evocantibus, quae dimicatio iniectu pulveris aut fumo tota discutitur, reconciliatur vero lacte vel aqua mulsa. [[59]] Apes sunt et rusticae silvestresque, horridae aspectu, multo iracundiores, sed opere ac labore praestantes. urbanarum duo genera: optimae breves variaeque et in rotunditatem compactiles, deteriores longae et quibus similitudo vesparum, etiamnum deterrimae ex iis pilosae. in Ponto sunt quaedam albae, quae bis in mense mella faciunt, circa Thermodontem autem fluvium duo genera, aliarum quae in arboribus mellificant, aliarum quae sub terra, triplici cerarum ordine, uberrimi proventus. aculeum apibus [[60]] dedit natura, ventri consertum ad unum ictum. hoc infixo quidam eas statim emori putant, aliqui non nisi in tantum adacto, ut intestini quippiam sequatur, sed fucos postea esse nec mella facere velut castratis viribus pariterque et nocere [[61]] et prodesse desinere. est in exemplis equ<u>s ab iis occisus. odere foedos odores proculque fugiunt, sed et fictos; itaque unguenta redolentes infestant. ipsae plurimorum animalium iniuriis obnoxiae. inpugnant eas naturae eiusdem degeneres vespae atque crabrones, etiam e culicum genere qui vocantur muliones. populantur hirundines et quaedam aliae aves. insidiantur aquantibus ranae, quae maxima earum est ope- [[62]] ratio tum cum subolem faciunt; nec hae tantum quae stagna rivosque obsident, verum et rubetae veniunt ultro adrepentesque foribus portas sufflant: ad hoc s<t>atio provolat confestimque abripitur. nec sentire ictus apium ranae traduntur. inimicae et oves difficile se e lanis earum explicantibus. cancrorum etiam odore, si quis iuxta coquat, exanimantur. [[63]] Quin et morbos suapte natura sentiunt. index eorum tristitia torpens et cum ante fores in teporem solis promotis aliae cibos ministrant, cum defunctas progerunt [[64]] funerantiumque more comitantur exequias. rege ea peste consumpto maeret plebes ignavo dolore, non cibos convehens, non procedens; tristi tantum murmure glomeratur circa corpus eius. subtrahitur itaque deductae multitudini. alias spectantes exanimem luctum non minuunt; tunc quoque ni subveniatur, fame moriuntur. hilaritate igitur et nitore sanitas aestimatur. sunt et operis morbi: cum favos non explent, claron vocant; item blapsigonian, si fetum non peragant.  [[65]] Inimica et echo est resultanti sono, qui pavidas alterno pulset ictu; inimica et nebula. aranei quoque vel maxime hostiles: cum praevaluere, ut intexant, enecant alvos. papilio etiam hic ignavus et inhonoratus, luminibus accensis advolitans, pestifer, nec uno modo: nam et ipse ceras depascitur et relinquit excrementa, e quibus teredines gignuntur; fila etiam araneosa, quacumque incessit, alarum [[66]] maxime e lanugine obtexit. nascuntur et in ipso ligno teredines, quae ceras praecipue adpetunt. infestat et aviditas pastus, nimia florum satietate verno maxime tempore alvo cita. oleo quidem non apes tantum, sed omnia insecta exa- [[67]] nimantur, praecipue si capite uncto in sole ponantur. aliquando et ipsae contrahunt mortis sibi causas, cum sensere eximi mella, avide vorantes, cetero praeparcae et quae alioqui prodigas atque edaces non secus ac pigras et ignavas proturbent. nocent et sua mella ipsis inlitaeque ab aversa parte moriuntur. tot hostibus, tot casibus _et quotam portionem eorum commemoro?_ tam munificum animal expositum est. remedia dicemus suis locis; nunc enim sermo de natura est.  [[68]] Gaudent plausu atque tinnitu aeris eoque convocantur. quo manifestum est auditus quoque inesse sensum. effecto opere, educto fetu functae munere omni exercitationem tamen sollemnem habent, spatiataeque in aperto et in altum elatae, gyris volatu editis, tum demum [[69]] ad cibum redeunt. vita <i>is longissima, ut prospere inimica ac fortuita cedant, septenis annis. universas alvos numquam ultra decem annos durasse proditur. sunt qui mortuas, si intra tectum hieme serventur, dein sole verno torreantur ac ficulneo cinere tepido foveantur, putent revive- [[70]] scere; in totum vero amissas reparari ventribus bubulis recentibus cum fimo obrutis, Vergilius iuvencorum corpore exanimato, sicut equorum vespas atque crabrones, sicut asinorum scarabaeos, mutante natura ex aliis quaedam in alia. sed horum omnium coitus cernuntur, et tamen in fetu eadem prope natura quae apibus.";https://opentheso.huma-num.fr/?idc=pcrtnpPag9iONJ&idt=th310;PLINE-11-annotéIPL
wasp;sed horum omnium coitus cernuntur, et tamen in fetu eadem prope natura quae apibus.;https://opentheso.huma-num.fr/?idc=107660&idt=th310;PLINE-11-annotéIPL
hornet;sed horum omnium coitus cernuntur, et tamen in fetu eadem prope natura quae apibus.;https://opentheso.huma-num.fr/?idc=107662&idt=th310;PLINE-11-annotéIPL
beetle;sed horum omnium coitus cernuntur, et tamen in fetu eadem prope natura quae apibus.;https://opentheso.huma-num.fr/?idc=107948&idt=th310;PLINE-11-annotéIPL
wasp;Vespae in sublimi e luto nidos faciunt, in iis ceras;https://opentheso.huma-num.fr/?idc=107660&idt=th310;PLINE-11-annotéIPL
hornet;crabrones cavernis aut sub terra;https://opentheso.huma-num.fr/?idc=107662&idt=th310;PLINE-11-annotéIPL
habitat;crabrones cavernis aut sub terra;https://opentheso.huma-num.fr/?idc=105621&idt=th310;PLINE-11-annotéIPL
spider silk;araneosae;https://opentheso.huma-num.fr/?idc=107695&idt=th310;PLINE-11-annotéIPL
house building;Vespae in sublimi e luto nidos faciunt, in iis ceras, crabrones cavernis aut sub terra. et horum omnium sexangulae cellae, cerae autem e cortice, araneosae.;https://opentheso.huma-num.fr/?idc=105466&idt=th310;PLINE-11-annotéIPL
wild;ut barbaris;https://opentheso.huma-num.fr/?idc=106004&idt=th310;PLINE-11-annotéIPL
flying;alius evolat;https://opentheso.huma-num.fr/?idc=105383&idt=th310;PLINE-11-annotéIPL
nympha;nympha;https://opentheso.huma-num.fr/?idc=108395&idt=th310;PLINE-11-annotéIPL
larviparous;alius in nympha est, alius in vermiculo;https://opentheso.huma-num.fr/?idc=105360&idt=th310;PLINE-11-annotéIPL
larva;vermiculo;https://opentheso.huma-num.fr/?idc=107636&idt=th310;PLINE-11-annotéIPL
metamorphosis;alius evolat, alius in nympha est, alius in vermiculo;https://opentheso.huma-num.fr/?idc=105399&idt=th310;PLINE-11-annotéIPL
autumn;autumno;https://opentheso.huma-num.fr/?idc=105654&idt=th310;PLINE-11-annotéIPL
spring;non vere;https://opentheso.huma-num.fr/?idc=105655&idt=th310;PLINE-11-annotéIPL
offspring;fetus ipse inaequalis ut barbaris: alius evolat, alius in nympha est, alius in vermiculo, et autumno, non vere, omnia ea.;https://opentheso.huma-num.fr/?idc=105371&idt=th310;PLINE-11-annotéIPL
growth;plenilunio maxime crescunt.;https://opentheso.huma-num.fr/?idc=107340&idt=th310;PLINE-11-annotéIPL
full moon;plenilunio maxime crescunt.;https://opentheso.huma-num.fr/?idc=105661&idt=th310;PLINE-11-annotéIPL
size;minores quam aliae;https://opentheso.huma-num.fr/?idc=105270&idt=th310;PLINE-11-annotéIPL
wasp;minores quam aliae;https://opentheso.huma-num.fr/?idc=107660&idt=th310;PLINE-11-annotéIPL
nourishment;unum genus ex araneis peremunt, phalangium appellatum;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
predation;unum genus ex araneis peremunt, phalangium appellatum;https://opentheso.huma-num.fr/?idc=105522&idt=th310;PLINE-11-annotéIPL
nest;nidos;https://opentheso.huma-num.fr/?idc=105468&idt=th310;PLINE-11-annotéIPL
incubation;incubando;https://opentheso.huma-num.fr/?idc=105985&idt=th310;PLINE-11-annotéIPL
phalangium;unum genus ex araneis peremunt, phalangium appellatum, et in nidos suos ferunt, deinde inlinunt et ex iis incubando suum genus procreant;https://opentheso.huma-num.fr/?idc=105913&idt=th310;PLINE-11-annotéIPL
spontaneous generation;in nidos suos ferunt, deinde inlinunt et ex iis incubando suum genus procreant;https://opentheso.huma-num.fr/?idc=105361&idt=th310;PLINE-11-annotéIPL
from dead body;in nidos suos ferunt, deinde inlinunt et ex iis incubando suum genus procreant;https://opentheso.huma-num.fr/?idc=105369&idt=th310;PLINE-11-annotéIPL
mongoose2;vespae quae ichneumones vocantur _sunt autem minores quam aliae_ unum genus ex araneis peremunt, phalangium appellatum, et in nidos suos ferunt, deinde inlinunt et ex iis incubando suum genus procreant.;https://opentheso.huma-num.fr/?idc=107707&idt=th310;PLINE-11-annotéIPL
wasp;praeterea omnes carne vescuntur;https://opentheso.huma-num.fr/?idc=107660&idt=th310;PLINE-11-annotéIPL
hornet;praeterea omnes carne vescuntur;https://opentheso.huma-num.fr/?idc=107662&idt=th310;PLINE-11-annotéIPL
carnivorous;praeterea omnes carne vescuntur;https://opentheso.huma-num.fr/?idc=105342&idt=th310;PLINE-11-annotéIPL
bee;contra quam apes, quae nullum corpus attingunt.;https://opentheso.huma-num.fr/?idc=pcrtnpPag9iONJ&idt=th310;PLINE-11-annotéIPL
nourishment;contra quam apes, quae nullum corpus attingunt.;https://opentheso.huma-num.fr/?idc=105246&idt=th310;PLINE-11-annotéIPL
fly;amputatoque iis capite;https://opentheso.huma-num.fr/?idc=105121&idt=th310;PLINE-11-annotéIPL
head;amputatoque iis capite;https://opentheso.huma-num.fr/?idc=105124&idt=th310;PLINE-11-annotéIPL
wasp;sed vespae muscas grandiores venantur amputatoque iis capite reliquum corpus [[73]] auferunt.;https://opentheso.huma-num.fr/?idc=107660&idt=th310;PLINE-11-annotéIPL
fly;sed vespae muscas grandiores venantur amputatoque iis capite reliquum corpus [[73]] auferunt.;https://opentheso.huma-num.fr/?idc=105121&idt=th310;PLINE-11-annotéIPL
predation;sed vespae muscas grandiores venantur amputatoque iis capite reliquum corpus [[73]] auferunt.;https://opentheso.huma-num.fr/?idc=105522&idt=th310;PLINE-11-annotéIPL
forest hornet;crabronum silvestres;https://opentheso.huma-num.fr/?idc=107709&idt=th310;PLINE-11-annotéIPL
habitat;crabronum silvestres;https://opentheso.huma-num.fr/?idc=105621&idt=th310;PLINE-11-annotéIPL
wild;crabronum silvestres;https://opentheso.huma-num.fr/?idc=106004&idt=th310;PLINE-11-annotéIPL
habitat;in arborum cavernis degunt;https://opentheso.huma-num.fr/?idc=105621&idt=th310;PLINE-11-annotéIPL
tree;in arborum cavernis degunt;https://opentheso.huma-num.fr/?idc=107538&idt=th310;PLINE-11-annotéIPL
entomon;ut cetera insecta;https://opentheso.huma-num.fr/?idc=107515&idt=th310;PLINE-11-annotéIPL
hibernation;"hieme ut cetera insecta conduntur;";https://opentheso.huma-num.fr/?idc=105256&idt=th310;PLINE-11-annotéIPL
longevity;vita bimatum non transit;https://opentheso.huma-num.fr/?idc=105283&idt=th310;PLINE-11-annotéIPL
human disease;haut temere sine febri;https://opentheso.huma-num.fr/?idc=105965&idt=th310;PLINE-11-annotéIPL
fever;haut temere sine febri;https://opentheso.huma-num.fr/?idc=105970&idt=th310;PLINE-11-annotéIPL
intellectual authority;auctores sunt ter novenis punctis interfici hominem;https://opentheso.huma-num.fr/?idc=105301&idt=th310;PLINE-11-annotéIPL
undefined author/s;auctores sunt ter novenis punctis interfici hominem;https://opentheso.huma-num.fr/?idc=105818&idt=th310;PLINE-11-annotéIPL
destructive capacity;auctores sunt ter novenis punctis interfici hominem;https://opentheso.huma-num.fr/?idc=106947&idt=th310;PLINE-11-annotéIPL
damage to man;ictus eorum haut temere sine febri est. auctores sunt ter novenis punctis interfici hominem.;https://opentheso.huma-num.fr/?idc=106284&idt=th310;PLINE-11-annotéIPL
